time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1657	-6.89991	4.76714	2.37527	-0.489711	radar	2.08248	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3341	-6.62729	4.93725	2.30389	-0.56503	lidar	2.80188	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5026	-6.4476	4.92736	2.2603	-0.65336	radar	3.43841	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5886	-6.33452	4.70941	2.24009	-0.642176	lidar	5.37977	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7305	-6.14888	4.7109	2.21737	-0.597478	radar	0.328039	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9169	-5.93494	4.80962	2.19372	-0.583117	lidar	2.84794	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0491	-5.72757	4.82724	2.16914	-0.542478	radar	1.81123	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1801	-5.5677	4.7501	2.15555	-0.525022	lidar	0.40384	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.334	-5.38261	4.76209	2.1686	-0.379417	radar	0.966796	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4857	-5.15234	4.8438	2.14593	-0.382589	lidar	0.584046	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.613	-4.9804	4.78959	2.1552	-0.277254	radar	5.50069	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7319	-4.82395	4.69483	2.15154	-0.262916	lidar	0.48377	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8479	-4.61897	4.6921	2.11988	-0.331966	radar	0.230958	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.969	-4.36416	4.79582	2.08602	-0.359274	lidar	0.669586	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0757	-4.13683	4.79331	1.98943	-0.713905	radar	11.313	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.165	-3.83189	4.95575	1.92713	-0.752439	lidar	1.74229	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2433	-3.59117	4.96878	1.8582	-0.894199	radar	1.95111	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2587	-3.31998	4.99702	1.78753	-0.929839	lidar	3.94641	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3156	-3.07994	4.98945	1.75996	-0.852107	radar	0.144856	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3264	-2.85218	4.93375	1.70766	-0.871375	lidar	1.29171	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3909	-2.62986	4.89333	1.72162	-0.647707	radar	2.51599	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4594	-2.50292	4.66896	1.71381	-0.635315	lidar	6.06262	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5177	-2.26561	4.6915	1.72564	-0.455643	radar	1.34033	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5685	-2.07959	4.60128	1.7138	-0.44404	lidar	1.10938	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5984	-1.84371	4.61848	1.70874	-0.355289	radar	1.66439	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6026	-1.58848	4.66612	1.6777	-0.374923	lidar	1.17685	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5953	-1.36717	4.6359	1.60949	-0.576156	radar	2.02258	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6006	-1.13819	4.63062	1.58076	-0.576083	lidar	0.00146007	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6302	-0.919623	4.60855	1.57064	-0.535129	radar	5.11637	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6452	-0.656684	4.68337	1.55075	-0.52254	lidar	0.691269	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6315	-0.415637	4.70597	1.49173	-0.67459	radar	2.29763	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5843	-0.0988011	4.88491	1.44678	-0.684276	lidar	2.59205	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5671	0.142516	4.88587	1.41911	-0.679178	radar	2.7295	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5415	0.44996	5.03112	1.39466	-0.657467	lidar	1.40734	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.531	0.694584	5.00992	1.40908	-0.478979	radar	1.82226	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5271	0.982208	5.09593	1.40449	-0.447791	lidar	2.58797	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4852	1.25822	5.14289	1.41562	-0.286686	radar	5.78584	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4368	1.48093	5.07723	1.39623	-0.294984	lidar	0.310642	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3925	1.69493	5.00095	1.37524	-0.320254	radar	8.29155	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3463	1.88893	4.89064	1.35734	-0.322946	lidar	0.633251	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2739	2.11857	4.88644	1.30377	-0.48301	radar	0.762294	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2163	2.29468	4.75765	1.2783	-0.485883	lidar	0.887347	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1524	2.51863	4.74117	1.27267	-0.401643	radar	0.384749	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.077	2.76609	4.78928	1.25378	-0.398402	lidar	0.123595	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9798	2.98458	4.80279	1.17412	-0.661797	radar	2.94944	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8712	3.27941	4.96795	1.14752	-0.646432	lidar	1.42922	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7908	3.51122	4.96518	1.13503	-0.588484	radar	2.14591	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6824	3.70045	4.89427	1.09867	-0.602612	lidar	0.300261	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5684	3.90411	4.86557	1.06979	-0.588442	radar	1.10747	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5011	4.06837	4.73575	1.04973	-0.581612	lidar	3.66674	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3808	4.26406	4.71546	1.02411	-0.558535	radar	0.57479	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2155	4.49197	4.80157	0.988161	-0.566447	lidar	2.12615	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0665	4.68821	4.77943	0.985812	-0.415241	radar	9.02797	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9502	4.88281	4.75997	0.970599	-0.407612	lidar	0.395571	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7931	5.07039	4.76486	0.937895	-0.433017	radar	2.31651	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6234	5.29763	4.86017	0.917625	-0.427478	lidar	1.00308	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4509	5.46954	4.87179	0.850209	-0.604504	radar	0.835419	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2604	5.64243	4.8837	0.807968	-0.621879	lidar	1.15821	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0985	5.79619	4.84656	0.765073	-0.669376	radar	2.9316	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9212	5.95513	4.83616	0.729252	-0.673656	lidar	0.0103729	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.779	6.15	4.76188	0.793288	-0.281767	radar	4.38663	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6185	6.30717	4.73426	0.776697	-0.287561	lidar	0.0647969	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4667	6.48175	4.7251	0.779997	-0.23416	radar	1.04904	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2408	6.73575	4.94616	0.787017	-0.198321	lidar	4.16542	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0408	6.87105	4.91651	0.74172	-0.290807	radar	5.69522	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8302	7.05265	4.98008	0.725249	-0.293063	lidar	0.943915	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6137	7.18541	4.99334	0.659959	-0.469752	radar	2.0943	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4327	7.32411	4.95102	0.636371	-0.470916	lidar	0.320868	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2006	7.45216	5.02538	0.551379	-0.72187	radar	2.05917	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0157	7.60898	5.0302	0.535504	-0.6903	lidar	2.10594	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8307	7.79282	5.00085	0.584901	-0.39072	radar	6.02946	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6256	7.9315	4.99947	0.567519	-0.387145	lidar	0.0287919	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4339	8.06769	4.96901	0.562161	-0.340989	radar	1.50646	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2207	8.0744	4.78667	0.48438	-0.446188	lidar	4.77103	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0259	8.24076	4.76965	0.541259	-0.162619	radar	4.92694	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8542	8.40242	4.78086	0.560577	-0.115056	lidar	2.7228	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6087	8.50107	4.86014	0.477602	-0.407358	radar	5.56869	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3539	8.65059	4.97429	0.469198	-0.386585	lidar	1.30148	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1528	8.78961	4.93582	0.501879	-0.195908	radar	0.999924	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9629	8.88443	4.86437	0.485405	-0.208161	lidar	0.595208	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7606	9.00525	4.83729	0.497843	-0.1199	radar	0.415192	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5478	9.07076	4.77036	0.466728	-0.160916	lidar	0.882229	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.301	9.17876	4.86419	0.422247	-0.317185	radar	5.01319	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0089	9.27748	4.97563	0.394572	-0.334087	lidar	6.20349	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7924	9.3582	4.94871	0.365126	-0.381586	radar	1.709	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5327	9.46394	5.01942	0.352095	-0.369255	lidar	0.666358	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2697	9.48441	5.0478	0.253004	-0.636696	radar	4.90081	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9593	9.62876	5.25757	0.26002	-0.56294	lidar	2.8475	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7088	9.73831	5.219	0.304301	-0.289048	radar	3.46582	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4308	9.84912	5.30601	0.306374	-0.256885	lidar	0.54615	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1774	9.93254	5.32079	0.29042	-0.280139	radar	0.374836	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9031	10.0584	5.40973	0.301974	-0.236986	lidar	0.554322	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6422	10.1319	5.41422	0.282985	-0.26129	radar	0.0451723	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4008	10.2287	5.40668	0.28279	-0.241263	lidar	1.04372	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1378	10.3032	5.42834	0.259958	-0.294602	radar	0.433412	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9213	10.2971	5.27131	0.21127	-0.349989	lidar	1.42776	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6721	10.3662	5.24705	0.217912	-0.258531	radar	0.276066	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4724	10.33	5.05815	0.159544	-0.340669	lidar	2.09986	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1737	10.354	5.20384	0.0943491	-0.54377	radar	7.11133	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9099	10.4054	5.23918	0.083851	-0.512593	lidar	0.311973	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6708	10.4433	5.09918	0.127474	-0.209647	radar	6.79244	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4437	10.3908	4.98691	0.067101	-0.305335	lidar	1.91353	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1852	10.4133	5.00586	0.0593874	-0.281408	radar	0.564229	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8493	10.6131	5.29789	0.160831	-0.0608803	lidar	7.64998	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5821	10.6863	5.30726	0.197622	0.0725193	radar	0.543428	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3498	10.6765	5.20839	0.166965	0.017871	lidar	1.04896	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0843	10.6946	5.24076	0.125959	-0.139356	radar	0.74404	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8275	10.799	5.29241	0.156317	-0.0819258	lidar	3.43377	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5541	10.8542	5.33337	0.15526	-0.091583	radar	1.05823	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3395	10.8028	5.16802	0.104371	-0.162837	lidar	2.57617	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0792	10.8412	5.17194	0.11204	-0.105731	radar	0.212629	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8338	10.9101	5.18196	0.12777	-0.0705057	lidar	1.74505	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.551	10.9308	5.24026	0.103763	-0.148952	radar	2.80878	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3334	10.9358	5.14195	0.0848621	-0.167895	lidar	0.880192	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0774	10.8547	5.18431	-0.0660547	-0.690026	radar	7.24163	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7791	10.8154	5.2535	-0.107977	-0.699024	lidar	2.62966	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5358	10.8085	5.16632	-0.101001	-0.53168	radar	1.15168	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3048	10.7913	5.12334	-0.123733	-0.527448	lidar	1.00462	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0512	10.8607	5.00462	-0.00876301	-0.0222408	radar	7.5633	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78222	10.9255	5.07306	0.0325379	0.0600894	lidar	2.0036	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56719	10.8867	4.98959	-0.00802024	-0.0518488	radar	3.95172	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.2998	10.9256	5.04585	0.0126874	-0.015375	lidar	0.723428	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.06139	10.8963	5.00543	-0.00836699	-0.0519997	radar	2.46906	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78819	10.941	5.07573	0.014728	-0.0132577	lidar	1.01502	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.5589	10.8862	5.00859	-0.0281547	-0.110563	radar	6.48329	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41531	10.7959	4.75119	-0.0823494	-0.182254	lidar	4.19831	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16571	10.8073	4.76993	-0.0586471	-0.0793345	radar	1.2864	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.7944	10.883	5.08207	-0.000833985	0.0315888	lidar	6.06892	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52754	10.8822	5.10167	0.0107528	0.0776308	radar	1.48229	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24686	10.8801	5.15276	0.0134573	0.0748711	lidar	0.674791	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00781	10.91	5.10938	0.0525005	0.206058	radar	1.91199	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
